Signe_FR;Signe_UE;ID_CATEGORIE_PRODUIT;Catégorie;ID_TYPE_PRODUIT;Classe_UE;SECTEUR;id_appellation;Appellation;id_denomination_geo;Dénomination;Produit;IdProduit;pro_etat;Lib_etat;CVI;Référence;Comité_National;Comité_Régional;Site_INAO;Délégation_Territoriale
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;901;Drôme;2178;Drôme;"Drôme rosé";8781;2;Publié;3S261;;CNIGPVC;;Valence;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;901;Drôme;2178;Drôme;"Drôme rouge";8782;2;Publié;3R261;;CNIGPVC;;Valence;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;903;"Coteaux des Baronnies";2180;"Coteaux des Baronnies";"Coteaux des Baronnies blanc";7833;2;Publié;3B263;;CNIGPVC;;Valence;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;903;"Coteaux des Baronnies";2180;"Coteaux des Baronnies";"Coteaux des Baronnies rosé";8841;2;Publié;3S263;;CNIGPVC;;Valence;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;903;"Coteaux des Baronnies";2180;"Coteaux des Baronnies";"Coteaux des Baronnies rouge";8842;2;Publié;3R263;;CNIGPVC;;Valence;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;905;Gard;2182;Gard;"Gard blanc";13461;2;Publié;3B301;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;905;Gard;2182;Gard;"Gard rosé";15954;2;Publié;3S301;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;905;Gard;2182;Gard;"Gard rouge";15955;2;Publié;3R301;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;906;Cévennes;2183;Cévennes;"Cévennes blanc";15391;2;Publié;3B302;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;906;Cévennes;2183;Cévennes;"Cévennes rosé";15398;2;Publié;3S302;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;906;Cévennes;2183;Cévennes;"Cévennes rouge";15399;2;Publié;3R302;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;909;"Coteaux du Pont du Gard";2186;"Coteaux du Pont du Gard";"Coteaux du Pont du Gard blanc";13542;2;Publié;3B305;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;909;"Coteaux du Pont du Gard";2186;"Coteaux du Pont du Gard";"Coteaux du Pont du Gard rosé";13543;2;Publié;3S305;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;909;"Coteaux du Pont du Gard";2186;"Coteaux du Pont du Gard";"Coteaux du Pont du Gard rouge";13544;2;Publié;3R305;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;915;Gers;2192;Gers;"Gers blanc";7855;2;Publié;3B321;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;915;Gers;2192;Gers;"Gers rosé";8833;2;Publié;3S321;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;915;Gers;2192;Gers;"Gers rouge";8834;2;Publié;3R321;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;917;"Côtes de Gascogne";2483;"Côtes de Gascogne";"Côtes de Gascogne blanc";7853;2;Publié;3B323;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;917;"Côtes de Gascogne";2525;"Côtes de Gascogne Condomois";"Côtes de Gascogne Condomois blanc";10677;2;Publié;3B322;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;917;"Côtes de Gascogne";2525;"Côtes de Gascogne Condomois";"Côtes de Gascogne Condomois rosé";10678;2;Publié;3S322;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;917;"Côtes de Gascogne";2525;"Côtes de Gascogne Condomois";"Côtes de Gascogne Condomois rouge";10679;2;Publié;3R322;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;917;"Côtes de Gascogne";2483;"Côtes de Gascogne";"Côtes de Gascogne rosé";8424;2;Publié;3S323;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;917;"Côtes de Gascogne";2483;"Côtes de Gascogne";"Côtes de Gascogne rouge";8425;2;Publié;3R323;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2396;"Pays d'Hérault Bénovie";"Pays d'Hérault Bénovie blanc";13560;2;Publié;3B343;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2396;"Pays d'Hérault Bénovie";"Pays d'Hérault Bénovie rosé";13564;2;Publié;3S343;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2396;"Pays d'Hérault Bénovie";"Pays d'Hérault Bénovie rouge";13565;2;Publié;3R343;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2397;"Pays d'Hérault Bérange";"Pays d'Hérault Bérange blanc";13566;2;Publié;3B344;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2397;"Pays d'Hérault Bérange";"Pays d'Hérault Bérange rosé";13570;2;Publié;3S344;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2397;"Pays d'Hérault Bérange";"Pays d'Hérault Bérange rouge";13571;2;Publié;3R344;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2196;"Pays d'Hérault";"Pays d'Hérault blanc";13391;2;Publié;3B341;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2398;"Pays d'Hérault Cassan";"Pays d'Hérault Cassan blanc";13572;2;Publié;3B346;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2398;"Pays d'Hérault Cassan";"Pays d'Hérault Cassan rosé";13573;2;Publié;3S346;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2398;"Pays d'Hérault Cassan";"Pays d'Hérault Cassan rouge";13574;2;Publié;3R346;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2399;"Pays d'Hérault Cessenon";"Pays d'Hérault Cessenon blanc";13578;2;Publié;3B348;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2399;"Pays d'Hérault Cessenon";"Pays d'Hérault Cessenon rosé";13582;2;Publié;3S348;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2399;"Pays d'Hérault Cessenon";"Pays d'Hérault Cessenon rouge";13583;2;Publié;3R348;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2400;"Pays d'Hérault Collines de la Moure";"Pays d'Hérault Collines de la Moure blanc";13584;2;Publié;3B349;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2400;"Pays d'Hérault Collines de la Moure";"Pays d'Hérault Collines de la Moure rosé";13588;2;Publié;3S349;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2400;"Pays d'Hérault Collines de la Moure";"Pays d'Hérault Collines de la Moure rouge";13589;2;Publié;3R349;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2401;"Pays d'Hérault Coteaux de Bessilles";"Pays d'Hérault Coteaux de Bessilles blanc";13590;2;Publié;3B942;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2401;"Pays d'Hérault Coteaux de Bessilles";"Pays d'Hérault Coteaux de Bessilles rosé";13594;2;Publié;3S942;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2401;"Pays d'Hérault Coteaux de Bessilles";"Pays d'Hérault Coteaux de Bessilles rouge";13595;2;Publié;3R942;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2402;"Pays d'Hérault Coteaux de Fontcaude";"Pays d'Hérault Coteaux de Fontcaude blanc";13596;2;Publié;3B944;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2402;"Pays d'Hérault Coteaux de Fontcaude";"Pays d'Hérault Coteaux de Fontcaude rosé";13600;2;Publié;3S944;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2402;"Pays d'Hérault Coteaux de Fontcaude";"Pays d'Hérault Coteaux de Fontcaude rouge";13601;2;Publié;3R944;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2403;"Pays d'Hérault Coteaux de Laurens";"Pays d'Hérault Coteaux de Laurens blanc";13602;2;Publié;3B945;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2403;"Pays d'Hérault Coteaux de Laurens";"Pays d'Hérault Coteaux de Laurens rosé";13606;2;Publié;3S945;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2403;"Pays d'Hérault Coteaux de Laurens";"Pays d'Hérault Coteaux de Laurens rouge";13607;2;Publié;3R945;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2404;"Pays d'Hérault Coteaux de Murviel";"Pays d'Hérault Coteaux de Murviel blanc";13608;2;Publié;3B947;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2404;"Pays d'Hérault Coteaux de Murviel";"Pays d'Hérault Coteaux de Murviel rosé";13612;2;Publié;3S947;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2404;"Pays d'Hérault Coteaux de Murviel";"Pays d'Hérault Coteaux de Murviel rouge";13613;2;Publié;3R947;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2405;"Pays d'Hérault Coteaux du Salagou";"Pays d'Hérault Coteaux du Salagou blanc";13614;2;Publié;3B948;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2405;"Pays d'Hérault Coteaux du Salagou";"Pays d'Hérault Coteaux du Salagou rosé";13618;2;Publié;3S948;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2405;"Pays d'Hérault Coteaux du Salagou";"Pays d'Hérault Coteaux du Salagou rouge";13619;2;Publié;3R948;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2406;"Pays d'Hérault Côtes du Brian";"Pays d'Hérault Côtes du Brian blanc";13620;2;Publié;3B949;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2406;"Pays d'Hérault Côtes du Brian";"Pays d'Hérault Côtes du Brian rosé";13624;2;Publié;3S949;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2406;"Pays d'Hérault Côtes du Brian";"Pays d'Hérault Côtes du Brian rouge";13625;2;Publié;3R949;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2407;"Pays d'Hérault Côtes du Ceressou";"Pays d'Hérault Côtes du Ceressou blanc";13626;2;Publié;3B952;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2407;"Pays d'Hérault Côtes du Ceressou";"Pays d'Hérault Côtes du Ceressou rosé";13630;2;Publié;3S952;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2407;"Pays d'Hérault Côtes du Ceressou";"Pays d'Hérault Côtes du Ceressou rouge";13631;2;Publié;3R952;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2408;"Pays d'Hérault Mont Baudile";"Pays d'Hérault Mont Baudile blanc";13632;2;Publié;3B957;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2408;"Pays d'Hérault Mont Baudile";"Pays d'Hérault Mont Baudile rosé";13636;2;Publié;3S957;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2408;"Pays d'Hérault Mont Baudile";"Pays d'Hérault Mont Baudile rouge";13637;2;Publié;3R957;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2409;"Pays d'Hérault Monts de la Grage";"Pays d'Hérault Monts de la Grage blanc";13638;2;Publié;3B958;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2409;"Pays d'Hérault Monts de la Grage";"Pays d'Hérault Monts de la Grage rosé";13642;2;Publié;3S958;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2409;"Pays d'Hérault Monts de la Grage";"Pays d'Hérault Monts de la Grage rouge";13643;2;Publié;3R958;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2410;"Pays d'Hérault Pays de Bessan";"Pays d'Hérault Pays de Bessan blanc";13644;2;Publié;3B345;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2410;"Pays d'Hérault Pays de Bessan";"Pays d'Hérault Pays de Bessan rosé";13648;2;Publié;3S345;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2410;"Pays d'Hérault Pays de Bessan";"Pays d'Hérault Pays de Bessan rouge";13649;2;Publié;3R345;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2411;"Pays d'Hérault Pays de Caux";"Pays d'Hérault Pays de Caux blanc";13650;2;Publié;3B347;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2411;"Pays d'Hérault Pays de Caux";"Pays d'Hérault Pays de Caux rosé ";13654;2;Publié;3S347;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2411;"Pays d'Hérault Pays de Caux";"Pays d'Hérault Pays de Caux rouge";13655;2;Publié;3R347;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2196;"Pays d'Hérault";"Pays d'Hérault rosé";13659;2;Publié;3S341;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;919;"Pays d'Hérault";2196;"Pays d'Hérault";"Pays d'Hérault rouge";13660;2;Publié;3R341;;CNIGPVC;;Montpellier;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;929;Isère;2387;"Isère Balmes dauphinoises";"Isère Balmes dauphinoises blanc";10894;2;Publié;3B383;;CNIGPVC;;Mâcon;"2 Centre-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;929;Isère;2387;"Isère Balmes dauphinoises";"Isère Balmes dauphinoises rosé";10896;2;Publié;3S383;;CNIGPVC;;Mâcon;"2 Centre-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;929;Isère;2387;"Isère Balmes dauphinoises";"Isère Balmes dauphinoises rouge";10897;2;Publié;3R383;;CNIGPVC;;Mâcon;"2 Centre-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;929;Isère;2206;Isère;"Isère blanc";7869;2;Publié;3B381;;CNIGPVC;;Mâcon;"2 Centre-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;929;Isère;2388;"Isère Côteaux du Grésivaudan";"Isère Côteaux du Grésivaudan blanc";10895;2;Publié;3B382;;CNIGPVC;;Mâcon;"2 Centre-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;929;Isère;2388;"Isère Côteaux du Grésivaudan";"Isère Isère Côteaux du Grésivaudan rosé";10898;2;Publié;3S382;;CNIGPVC;;Mâcon;"2 Centre-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;929;Isère;2388;"Isère Côteaux du Grésivaudan";"Isère Isère Côteaux du Grésivaudan rouge";10899;2;Publié;3R382;;CNIGPVC;;Mâcon;"2 Centre-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;929;Isère;2206;Isère;"Isère rosé";8785;2;Publié;3S381;;CNIGPVC;;Mâcon;"2 Centre-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;929;Isère;2206;Isère;"Isère rouge";8786;2;Publié;3R381;;CNIGPVC;;Mâcon;"2 Centre-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;932;Landes;2209;Landes;"Landes blanc";7858;2;Publié;3B401;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;932;Landes;2389;"Landes Coteaux de Chalosse";"Landes Coteaux de Chalosse blanc";10907;2;Publié;3B403;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;932;Landes;2389;"Landes Coteaux de Chalosse";"Landes Coteaux de Chalosse rosé";10910;2;Publié;3S403;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;932;Landes;2389;"Landes Coteaux de Chalosse";"Landes Coteaux de Chalosse rouge";10911;2;Publié;3R403;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;932;Landes;2390;"Landes Côtes de l'Adour";"Landes Côtes de l'Adour blanc";10908;2;Publié;3B404;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;932;Landes;2390;"Landes Côtes de l'Adour";"Landes Côtes de l'Adour rosé";10919;2;Publié;3S404;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;932;Landes;2390;"Landes Côtes de l'Adour";"Landes Côtes de l'Adour rouge";10920;2;Publié;3R404;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;932;Landes;2209;Landes;"Landes rosé";8595;2;Publié;3S401;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;932;Landes;2209;Landes;"Landes rouge";8596;2;Publié;3R401;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;932;Landes;2391;"Landes Sables de l'Océan";"Landes Sables de l'Océan blanc";10909;2;Publié;3B405;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;932;Landes;2391;"Landes Sables de l'Océan";"Landes Sables de l'Océan rosé";10928;2;Publié;3S405;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;932;Landes;2391;"Landes Sables de l'Océan";"Landes Sables de l'Océan rouge";10929;2;Publié;3R405;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;932;Landes;2392;"Landes Sables fauves";"Landes Sables fauves blanc";10936;2;Publié;3B406;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;932;Landes;2392;"Landes Sables fauves";"Landes Sables fauves rosé";10937;2;Publié;3S406;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;932;Landes;2392;"Landes Sables fauves";"Landes Sables fauves rouge";10938;2;Publié;3R406;;CNIGPVC;;Pau;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;935;Urfé;2415;"Urfé Ambierle rosé";"Urfé Ambierle rosé";11157;2;Publié;3S423;;CNIGPVC;;Mâcon;"2 Centre-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;935;Urfé;2212;Urfé;"Urfé blanc";7863;2;Publié;3B422;;CNIGPVC;;Mâcon;"2 Centre-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;935;Urfé;2212;Urfé;"Urfé rosé";8597;2;Publié;3S422;;CNIGPVC;;Mâcon;"2 Centre-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;935;Urfé;2212;Urfé;"Urfé rouge";8598;2;Publié;3R422;;CNIGPVC;;Mâcon;"2 Centre-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;935;Urfé;2416;"Urfé Trelins";"Urfé Trelins rosé";11158;2;Publié;3S424;;CNIGPVC;;Mâcon;"2 Centre-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;938;"Côtes du Lot";2215;"Côtes du Lot";"Côtes du Lot blanc";7874;2;Publié;3B461;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;938;"Côtes du Lot";2393;"Côtes du Lot Rocamadour";"Côtes du Lot Rocamadour blanc";10951;2;Publié;3B407;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;938;"Côtes du Lot";2393;"Côtes du Lot Rocamadour";"Côtes du Lot Rocamadour rosé";10952;2;Publié;3S407;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;938;"Côtes du Lot";2393;"Côtes du Lot Rocamadour";"Côtes du Lot Rocamadour rouge";10953;2;Publié;3R407;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;938;"Côtes du Lot";2215;"Côtes du Lot";"Côtes du Lot rosé";8443;2;Publié;3S461;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;938;"Côtes du Lot";2215;"Côtes du Lot";"Côtes du Lot rouge";8444;2;Publié;3R461;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;939;"Coteaux de Glanes";2216;"Coteaux de Glanes";"Coteaux de Glanes blanc";7849;2;Publié;3B462;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;939;"Coteaux de Glanes";2216;"Coteaux de Glanes";"Coteaux de Glanes rosé";8835;2;Publié;3S462;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;939;"Coteaux de Glanes";2216;"Coteaux de Glanes";"Coteaux de Glanes rouge";8836;2;Publié;3R462;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;941;Agenais;2218;Agenais;"Agenais blanc";7840;2;Publié;3B472;;CNIGPVC;;Bordeaux;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;941;Agenais;2218;Agenais;"Agenais rosé";8863;2;Publié;3S472;;CNIGPVC;;Bordeaux;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;941;Agenais;2218;Agenais;"Agenais rouge";8864;2;Publié;3R472;;CNIGPVC;;Bordeaux;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;942;Thézac-Perricard;2219;Thézac-Perricard;"Thézac-Perricard blanc";7862;2;Publié;3B473;;CNIGPVC;;Bordeaux;"5 Aquitaine - Poitou-Charentes"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;942;Thézac-Perricard;2219;Thézac-Perricard;"Thézac-Perricard rosé";8859;2;Publié;3S473;;CNIGPVC;;Bordeaux;"5 Aquitaine - Poitou-Charentes"
